"202606";"202511";"UF";"COD_MUNICIPIO";"CIDADE";"DOCUMENTO";"NIS";"NOME";"VALOR"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.608.***-**";"27535068469";"ADRIANA RIBEIRO";"750,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.337.***-**";"76899223493";"FRANCISCA PEREIRA LIMA";"750,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.513.***-**";"29971993217";"TATIANA MOREIRA";"750,00"
"202606";"202511";"PA";"1500800";"ANANINDEUA";"***.602.***-**";"63825370938";"TATIANA MOREIRA";"700,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.133.***-**";"64839250578";"JOAO PEDRO SOUZA";"1210,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.152.***-**";"25824021414";"MARCOS VINICIUS LOPES";"600,00"
"202606";"202511";"GO";"5208707";"GOIANIA";"***.701.***-**";"84329132828";"MARCOS VINICIUS LOPES";"750,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.917.***-**";"15157223135";"BEATRIZ NASCIMENTO";"900,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.946.***-**";"95025113076";"DANIELA BARBOSA";"700,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.548.***-**";"68294932424";"LUCAS GONCALVES";"600,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.333.***-**";"54867066623";"MARIA DE FATIMA ROCHA";"950,00"
"202606";"202511";"SE";"2800308";"ARACAJU";"***.661.***-**";"30025580868";"ANA CAROLINA SILVA";"1210,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.473.***-**";"17532701455";"FRANCISCA PEREIRA LIMA";"700,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.187.***-**";"70025261456";"LUCAS GONCALVES";"750,00"
"202606";"202511";"RN";"2408102";"NATAL";"***.008.***-**";"90836988295";"DANIELA BARBOSA";"800,00"
"202606";"202511";"MS";"5003702";"DOURADOS";"***.054.***-**";"80176237091";"ADRIANA RIBEIRO";"650,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.768.***-**";"41331442964";"PAULO HENRIQUE MENDES";"700,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.217.***-**";"48764992685";"ANA CAROLINA SILVA";"800,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.513.***-**";"98152774676";"DANIELA BARBOSA";"750,00"
"202606";"202511";"MS";"5002704";"CAMPO GRANDE";"***.345.***-**";"65234472859";"MARCOS VINICIUS LOPES";"950,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.171.***-**";"73517643373";"ANA CAROLINA SILVA";"950,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.883.***-**";"29040292385";"ANTONIO FERREIRA";"900,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.677.***-**";"68849750528";"FRANCISCA PEREIRA LIMA";"900,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.365.***-**";"81209619572";"BEATRIZ NASCIMENTO";"600,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.815.***-**";"69116548157";"BEATRIZ NASCIMENTO";"750,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.805.***-**";"76946864571";"JOSE CARLOS OLIVEIRA";"750,00"
"202606";"202511";"MG";"3106200";"BELO HORIZONTE";"***.113.***-**";"61020513093";"BEATRIZ NASCIMENTO";"800,00"
"202606";"202511";"TO";"1702109";"ARAGUAINA";"***.630.***-**";"75800497540";"RENATO CARVALHO";"950,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.676.***-**";"83561515547";"LUCAS GONCALVES";"650,00"
"202606";"202511";"CE";"2304202";"CRATO";"***.055.***-**";"68236279886";"RAFAEL RODRIGUES";"600,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.604.***-**";"38377913690";"PATRICIA GOMES";"750,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.777.***-**";"94638463380";"CAMILA FREITAS";"900,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.996.***-**";"93837869218";"JULIANA ALVES COSTA";"650,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.736.***-**";"17039104728";"ANTONIO FERREIRA";"700,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.762.***-**";"96308511745";"CAMILA FREITAS";"950,00"
"202606";"202511";"TO";"1721000";"PALMAS";"***.136.***-**";"85582744489";"MARIA APARECIDA SANTOS";"950,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.056.***-**";"99560846968";"DANIELA BARBOSA";"750,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.458.***-**";"44598317735";"CAMILA FREITAS";"900,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.920.***-**";"22681663906";"RENATO CARVALHO";"900,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.897.***-**";"27606685573";"SANDRA REGINA SOARES";"950,00"
"202606";"202511";"MG";"3106200";"BELO HORIZONTE";"***.393.***-**";"80367117471";"ANA CAROLINA SILVA";"650,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.328.***-**";"46010457276";"MARIA DE FATIMA ROCHA";"650,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.872.***-**";"31610790944";"CARLOS EDUARDO SANTANA";"950,00"
"202606";"202511";"CE";"2303709";"JUAZEIRO DO NORTE";"***.297.***-**";"15034844450";"SANDRA REGINA SOARES";"650,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.594.***-**";"86552626625";"ADRIANA RIBEIRO";"1210,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.648.***-**";"64290962594";"ADRIANA RIBEIRO";"650,00"
"202606";"202511";"AM";"1301902";"ITACOATIARA";"***.086.***-**";"10064374599";"PATRICIA GOMES";"950,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.410.***-**";"94854437001";"SANDRA REGINA SOARES";"650,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.216.***-**";"47826237693";"TATIANA MOREIRA";"650,00"
"202606";"202511";"PB";"2501807";"BAYEUX";"***.386.***-**";"63648786128";"FERNANDO ALMEIDA";"750,00"
"202606";"202511";"TO";"1702109";"ARAGUAINA";"***.281.***-**";"59424650285";"PATRICIA GOMES";"800,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.424.***-**";"18191556561";"LUCIANA MARTINS";"600,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.136.***-**";"95109084684";"PATRICIA GOMES";"700,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.924.***-**";"25298298984";"DANIELA BARBOSA";"600,00"
"202606";"202511";"ES";"3205309";"VITORIA";"***.642.***-**";"28940530804";"RENATO CARVALHO";"800,00"
"202606";"202511";"GO";"5218805";"RIO VERDE";"***.274.***-**";"42530603952";"ADRIANA RIBEIRO";"900,00"
"202606";"202511";"PI";"2207702";"PARNAIBA";"***.290.***-**";"45372644031";"ADRIANA RIBEIRO";"700,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.199.***-**";"41106931214";"MARIA DE FATIMA ROCHA";"800,00"
"202606";"202511";"MT";"5103403";"CUIABA";"***.981.***-**";"63533124891";"JOSE CARLOS OLIVEIRA";"650,00"
"202606";"202511";"AM";"1301902";"ITACOATIARA";"***.379.***-**";"55179334143";"LUCIANA MARTINS";"700,00"
"202606";"202511";"RO";"1100049";"CACOAL";"***.719.***-**";"23218565502";"TATIANA MOREIRA";"700,00"
"202606";"202511";"TO";"1709500";"GURUPI";"***.077.***-**";"76185120452";"SANDRA REGINA SOARES";"700,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.092.***-**";"92273998571";"JOSE CARLOS OLIVEIRA";"700,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.849.***-**";"45573183104";"BEATRIZ NASCIMENTO";"750,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.111.***-**";"36110018104";"ANA CAROLINA SILVA";"600,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.879.***-**";"45727345095";"RENATO CARVALHO";"900,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.280.***-**";"26868447376";"JULIANA ALVES COSTA";"800,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.699.***-**";"86310063612";"CAMILA FREITAS";"750,00"
"202606";"202511";"MS";"5008305";"TRES LAGOAS";"***.442.***-**";"95276083716";"CARLOS EDUARDO SANTANA";"950,00"
"202606";"202511";"PE";"2611606";"RECIFE";"***.116.***-**";"90007208297";"PATRICIA GOMES";"900,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.014.***-**";"33793137260";"ANA CAROLINA SILVA";"750,00"
"202606";"202511";"RO";"1100049";"CACOAL";"***.920.***-**";"98213510914";"ADRIANA RIBEIRO";"950,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.642.***-**";"45099369810";"PAULO HENRIQUE MENDES";"900,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.270.***-**";"68436532715";"PAULO HENRIQUE MENDES";"750,00"
"202606";"202511";"SE";"2800308";"ARACAJU";"***.286.***-**";"77671904302";"ANA CAROLINA SILVA";"750,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.049.***-**";"21992087799";"MARIA APARECIDA SANTOS";"750,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.378.***-**";"49767918703";"RENATO CARVALHO";"800,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.291.***-**";"45491882167";"FERNANDO ALMEIDA";"800,00"
"202606";"202511";"AM";"1302603";"MANAUS";"***.730.***-**";"78367107049";"JOSE CARLOS OLIVEIRA";"650,00"
"202606";"202511";"PA";"1504208";"MARABA";"***.030.***-**";"52772070550";"JULIANA ALVES COSTA";"1210,00"
"202606";"202511";"MT";"5108402";"VARZEA GRANDE";"***.560.***-**";"56627800046";"GABRIELA MARTINS";"600,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.802.***-**";"74131542182";"CARLOS EDUARDO SANTANA";"750,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.473.***-**";"40924116170";"TATIANA MOREIRA";"650,00"
"202606";"202511";"SE";"2803500";"LAGARTO";"***.490.***-**";"17485546143";"GABRIELA MARTINS";"900,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.573.***-**";"88816700910";"MARIA APARECIDA SANTOS";"1210,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.060.***-**";"76531825478";"PATRICIA GOMES";"650,00"
"202606";"202511";"AL";"2700300";"ARAPIRACA";"***.372.***-**";"75033252359";"MARIA DE FATIMA ROCHA";"600,00"
"202606";"202511";"SP";"3509502";"CAMPINAS";"***.730.***-**";"39442458532";"LUCIANA MARTINS";"650,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.218.***-**";"42341175600";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.621.***-**";"34239636404";"LUCAS GONCALVES";"650,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.063.***-**";"86450943674";"DANIELA BARBOSA";"600,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.264.***-**";"51045997727";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"SP";"3509502";"CAMPINAS";"***.340.***-**";"63184166047";"ADRIANA RIBEIRO";"650,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.432.***-**";"40937387340";"CAMILA FREITAS";"750,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.624.***-**";"62087540168";"MARIA APARECIDA SANTOS";"900,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.296.***-**";"31065974160";"CARLOS EDUARDO SANTANA";"950,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.933.***-**";"62639692699";"MARCOS VINICIUS LOPES";"700,00"
"202606";"202511";"CE";"2303709";"JUAZEIRO DO NORTE";"***.057.***-**";"58532412868";"LUCIANA MARTINS";"1210,00"
"202606";"202511";"PB";"2501807";"BAYEUX";"***.976.***-**";"68557661658";"PATRICIA GOMES";"950,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.551.***-**";"30783909536";"ADRIANA RIBEIRO";"800,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.666.***-**";"63270380017";"MARIA APARECIDA SANTOS";"800,00"
"202606";"202511";"AM";"1301902";"ITACOATIARA";"***.674.***-**";"94136384236";"ANTONIO FERREIRA";"700,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.432.***-**";"43620044034";"RAFAEL RODRIGUES";"600,00"
"202606";"202511";"RO";"1100049";"CACOAL";"***.756.***-**";"47339027817";"ANA CAROLINA SILVA";"600,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.853.***-**";"95107601646";"JOAO PEDRO SOUZA";"750,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.804.***-**";"21361257022";"DANIELA BARBOSA";"750,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.326.***-**";"14405551787";"RAFAEL RODRIGUES";"900,00"
"202606";"202511";"PI";"2207702";"PARNAIBA";"***.958.***-**";"55170650417";"MARCOS VINICIUS LOPES";"650,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.232.***-**";"21907415404";"ANA CAROLINA SILVA";"600,00"
"202606";"202511";"CE";"2304400";"FORTALEZA";"***.867.***-**";"80852429704";"BEATRIZ NASCIMENTO";"700,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.951.***-**";"86945975725";"MARCOS VINICIUS LOPES";"1210,00"
"202606";"202511";"MG";"3106200";"BELO HORIZONTE";"***.041.***-**";"46299628394";"FRANCISCA PEREIRA LIMA";"950,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.293.***-**";"87902537514";"SANDRA REGINA SOARES";"650,00"
"202606";"202511";"RS";"4314407";"PELOTAS";"***.640.***-**";"65663906904";"CARLOS EDUARDO SANTANA";"750,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.885.***-**";"17896350563";"TATIANA MOREIRA";"600,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.396.***-**";"52483242980";"JULIANA ALVES COSTA";"1210,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.302.***-**";"36193008445";"LUCAS GONCALVES";"600,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.010.***-**";"17870746811";"FERNANDO ALMEIDA";"800,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.510.***-**";"77109469091";"LUCIANA MARTINS";"1210,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.641.***-**";"73453321029";"JULIANA ALVES COSTA";"1210,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.291.***-**";"27213828471";"LUCIANA MARTINS";"750,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.651.***-**";"75463225316";"FERNANDO ALMEIDA";"650,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.090.***-**";"27993867159";"PAULO HENRIQUE MENDES";"650,00"
"202606";"202511";"MA";"2111300";"SAO LUIS";"***.730.***-**";"62649364075";"MARCOS VINICIUS LOPES";"800,00"
"202606";"202511";"RO";"1100122";"JI-PARANA";"***.568.***-**";"87945618725";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.642.***-**";"84875786984";"JOSE CARLOS OLIVEIRA";"600,00"
"202606";"202511";"TO";"1721000";"PALMAS";"***.005.***-**";"70605585385";"RAFAEL RODRIGUES";"750,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.675.***-**";"43585907582";"CAMILA FREITAS";"750,00"
"202606";"202511";"MT";"5103403";"CUIABA";"***.407.***-**";"28005260333";"BEATRIZ NASCIMENTO";"700,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.439.***-**";"40399833034";"CAMILA FREITAS";"950,00"
"202606";"202511";"SC";"4209102";"JOINVILLE";"***.279.***-**";"96574818448";"TATIANA MOREIRA";"650,00"
"202606";"202511";"PI";"2211001";"TERESINA";"***.801.***-**";"36548118667";"FERNANDO ALMEIDA";"750,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.923.***-**";"97670329043";"ANTONIO FERREIRA";"950,00"
"202606";"202511";"AC";"1200401";"RIO BRANCO";"***.707.***-**";"56073350258";"DANIELA BARBOSA";"800,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.142.***-**";"63070829863";"MARIA APARECIDA SANTOS";"950,00"
"202606";"202511";"AC";"1200203";"CRUZEIRO DO SUL";"***.892.***-**";"46117343587";"PAULO HENRIQUE MENDES";"600,00"
"202606";"202511";"RO";"1100049";"CACOAL";"***.804.***-**";"25808859448";"MARIA APARECIDA SANTOS";"750,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.842.***-**";"36534688867";"ANTONIO FERREIRA";"1210,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.180.***-**";"23900845855";"CAMILA FREITAS";"600,00"
"202606";"202511";"AM";"1303403";"PARINTINS";"***.857.***-**";"30674667212";"ANA CAROLINA SILVA";"600,00"
"202606";"202511";"SC";"4209102";"JOINVILLE";"***.059.***-**";"54112623535";"CAMILA FREITAS";"900,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.819.***-**";"94070645917";"FRANCISCA PEREIRA LIMA";"650,00"
"202606";"202511";"RR";"1400100";"BOA VISTA";"***.830.***-**";"20613716320";"MARIA APARECIDA SANTOS";"800,00"
"202606";"202511";"RN";"2403251";"PARNAMIRIM";"***.263.***-**";"44057889113";"LUCIANA MARTINS";"950,00"
"202606";"202511";"MT";"5108402";"VARZEA GRANDE";"***.016.***-**";"76241994550";"JOSE CARLOS OLIVEIRA";"800,00"
"202606";"202511";"MS";"5003702";"DOURADOS";"***.660.***-**";"47724736313";"CAMILA FREITAS";"950,00"
"202606";"202511";"SC";"4202404";"BLUMENAU";"***.478.***-**";"97355466806";"ANTONIO FERREIRA";"650,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.558.***-**";"11772852329";"DANIELA BARBOSA";"950,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.858.***-**";"53482073173";"LUCIANA MARTINS";"600,00"
"202606";"202511";"MS";"5002704";"CAMPO GRANDE";"***.921.***-**";"89924511847";"TATIANA MOREIRA";"1210,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.726.***-**";"52531834110";"MARIA DE FATIMA ROCHA";"800,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.977.***-**";"31848412297";"TATIANA MOREIRA";"950,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.972.***-**";"10766123998";"MARIA APARECIDA SANTOS";"750,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.817.***-**";"31979442965";"PAULO HENRIQUE MENDES";"800,00"
"202606";"202511";"PR";"4106902";"CURITIBA";"***.048.***-**";"90422963673";"JOSE CARLOS OLIVEIRA";"750,00"
"202606";"202511";"ES";"3205309";"VITORIA";"***.839.***-**";"99997804679";"SANDRA REGINA SOARES";"950,00"
"202606";"202511";"SE";"2800308";"ARACAJU";"***.009.***-**";"20571188239";"FRANCISCA PEREIRA LIMA";"700,00"
"202606";"202511";"AL";"2700300";"ARAPIRACA";"***.590.***-**";"58208317280";"PATRICIA GOMES";"700,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.220.***-**";"14793289827";"MARIA DE FATIMA ROCHA";"650,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.422.***-**";"68275725276";"LUCIANA MARTINS";"700,00"
"202606";"202511";"GO";"5201108";"ANAPOLIS";"***.687.***-**";"98625794379";"DANIELA BARBOSA";"750,00"
"202606";"202511";"SP";"3509502";"CAMPINAS";"***.363.***-**";"68639790353";"DANIELA BARBOSA";"650,00"
"202606";"202511";"ES";"3205309";"VITORIA";"***.758.***-**";"32051290083";"CAMILA FREITAS";"1210,00"
"202606";"202511";"MT";"5107602";"RONDONOPOLIS";"***.518.***-**";"68399549675";"ADRIANA RIBEIRO";"1210,00"
"202606";"202511";"PE";"2607901";"JABOATAO DOS GUARARAPES";"***.865.***-**";"75161968258";"LUCAS GONCALVES";"700,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.444.***-**";"71765626128";"PATRICIA GOMES";"650,00"
"202606";"202511";"RN";"2408003";"MOSSORO";"***.593.***-**";"56611987833";"CARLOS EDUARDO SANTANA";"1210,00"
"202606";"202511";"RO";"1100205";"PORTO VELHO";"***.937.***-**";"69569965650";"SANDRA REGINA SOARES";"900,00"
"202606";"202511";"MA";"2103000";"IMPERATRIZ";"***.372.***-**";"94728937367";"CAMILA FREITAS";"950,00"
"202606";"202511";"AL";"2700300";"ARAPIRACA";"***.606.***-**";"26273557278";"FRANCISCA PEREIRA LIMA";"650,00"
"202606";"202511";"PA";"1501402";"BELEM";"***.596.***-**";"46666108246";"FRANCISCA PEREIRA LIMA";"650,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.800.***-**";"32690990556";"ANA CAROLINA SILVA";"900,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.223.***-**";"18861860386";"BEATRIZ NASCIMENTO";"650,00"
"202606";"202511";"MA";"2103000";"IMPERATRIZ";"***.314.***-**";"41921593512";"PATRICIA GOMES";"950,00"
"202606";"202511";"CE";"2304400";"FORTALEZA";"***.643.***-**";"45059607378";"RAFAEL RODRIGUES";"800,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.815.***-**";"27346275661";"JOSE CARLOS OLIVEIRA";"750,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.915.***-**";"20404072961";"PAULO HENRIQUE MENDES";"600,00"
"202606";"202511";"ES";"3205002";"SERRA";"***.110.***-**";"25307662648";"RENATO CARVALHO";"600,00"
"202606";"202511";"SE";"2800308";"ARACAJU";"***.481.***-**";"61932304772";"JOAO PEDRO SOUZA";"950,00"
"202606";"202511";"PR";"4113700";"LONDRINA";"***.038.***-**";"96869025854";"PAULO HENRIQUE MENDES";"800,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.705.***-**";"68969358181";"MARIA APARECIDA SANTOS";"900,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.651.***-**";"39623059708";"MARCOS VINICIUS LOPES";"800,00"
"202606";"202511";"RJ";"3303500";"NOVA IGUACU";"***.143.***-**";"33580304547";"MARIA DE FATIMA ROCHA";"950,00"
"202606";"202511";"TO";"1709500";"GURUPI";"***.403.***-**";"97413281415";"MARIA DE FATIMA ROCHA";"800,00"
"202606";"202511";"SE";"2804805";"NOSSA SENHORA DO SOCORRO";"***.338.***-**";"58237390586";"ANA CAROLINA SILVA";"800,00"
"202606";"202511";"RN";"2408003";"MOSSORO";"***.095.***-**";"37028286558";"PAULO HENRIQUE MENDES";"1210,00"
"202606";"202511";"SC";"4205407";"FLORIANOPOLIS";"***.911.***-**";"64519595615";"ADRIANA RIBEIRO";"900,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.191.***-**";"23331744428";"DANIELA BARBOSA";"700,00"
"202606";"202511";"SP";"3547809";"SANTO ANDRE";"***.010.***-**";"25613546300";"JULIANA ALVES COSTA";"750,00"
"202606";"202511";"MS";"5002704";"CAMPO GRANDE";"***.690.***-**";"77441668214";"ANA CAROLINA SILVA";"750,00"
"202606";"202511";"PI";"2208007";"PICOS";"***.709.***-**";"28782637969";"ANA CAROLINA SILVA";"900,00"
"202606";"202511";"SP";"3550308";"SAO PAULO";"***.557.***-**";"74610430894";"JOAO PEDRO SOUZA";"700,00"
"202606";"202511";"RR";"1400472";"RORAINOPOLIS";"***.808.***-**";"87997408399";"MARIA DE FATIMA ROCHA";"700,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.984.***-**";"23681285707";"PAULO HENRIQUE MENDES";"700,00"
"202606";"202511";"PB";"2507507";"JOAO PESSOA";"***.117.***-**";"47585796250";"PATRICIA GOMES";"750,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.753.***-**";"70406417319";"JULIANA ALVES COSTA";"750,00"
"202606";"202511";"RS";"4305108";"CAXIAS DO SUL";"***.737.***-**";"66060844099";"MARIA DE FATIMA ROCHA";"950,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.763.***-**";"57400474865";"JULIANA ALVES COSTA";"650,00"
"202606";"202511";"RS";"4305108";"CAXIAS DO SUL";"***.915.***-**";"34032224974";"FRANCISCA PEREIRA LIMA";"700,00"
"202606";"202511";"BA";"2927408";"SALVADOR";"***.566.***-**";"30338010692";"BEATRIZ NASCIMENTO";"1210,00"
"202606";"202511";"RJ";"3304904";"SAO GONCALO";"***.133.***-**";"81817438280";"CAMILA FREITAS";"1210,00"
"202606";"202511";"CE";"2304400";"FORTALEZA";"***.840.***-**";"59383244684";"LUCAS GONCALVES";"750,00"
"202606";"202511";"PA";"1500800";"ANANINDEUA";"***.439.***-**";"76017564025";"TATIANA MOREIRA";"1210,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.021.***-**";"90289258471";"MARIA DE FATIMA ROCHA";"900,00"
"202606";"202511";"TO";"1709500";"GURUPI";"***.616.***-**";"90008620138";"FERNANDO ALMEIDA";"1210,00"
"202606";"202511";"RJ";"3304557";"RIO DE JANEIRO";"***.899.***-**";"36646091513";"PATRICIA GOMES";"600,00"
"202606";"202511";"PB";"2504009";"CAMPINA GRANDE";"***.918.***-**";"87845524575";"SANDRA REGINA SOARES";"900,00"
"202606";"202511";"SC";"4209102";"JOINVILLE";"***.086.***-**";"64588552786";"MARIA DE FATIMA ROCHA";"750,00"
"202606";"202511";"BA";"2903201";"BARREIRAS";"***.401.***-**";"95105414451";"JOSE CARLOS OLIVEIRA";"800,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.988.***-**";"40291451959";"ANTONIO FERREIRA";"1210,00"
"202606";"202511";"MG";"3106705";"JUIZ DE FORA";"***.296.***-**";"76817902019";"TATIANA MOREIRA";"600,00"
"202606";"202511";"RS";"4314902";"PORTO ALEGRE";"***.876.***-**";"69312568482";"MARCOS VINICIUS LOPES";"650,00"
"202606";"202511";"MG";"3170206";"UBERLANDIA";"***.686.***-**";"62331870751";"RAFAEL RODRIGUES";"1210,00"
"202606";"202511";"ES";"3205200";"VILA VELHA";"***.758.***-**";"40273656358";"MARCOS VINICIUS LOPES";"800,00"
"202606";"202511";"AC";"1200609";"TARAUACA";"***.336.***-**";"35357275365";"BEATRIZ NASCIMENTO";"950,00"
"202606";"202511";"PR";"4104808";"CASCAVEL";"***.799.***-**";"99958572259";"SANDRA REGINA SOARES";"800,00"
"202606";"202511";"RN";"2408003";"MOSSORO";"***.935.***-**";"67725204134";"ADRIANA RIBEIRO";"700,00"
"202606";"202511";"TO";"1721000";"PALMAS";"***.855.***-**";"97938825771";"PATRICIA GOMES";"600,00"
"202606";"202511";"MS";"5003702";"DOURADOS";"***.331.***-**";"17281878243";"PATRICIA GOMES";"1210,00"
"202606";"202511";"AL";"2704302";"MACEIO";"***.313.***-**";"77461023930";"FERNANDO ALMEIDA";"800,00"
"202606";"202511";"AL";"2702308";"PALMEIRA DOS INDIOS";"***.823.***-**";"38378379978";"SANDRA REGINA SOARES";"1210,00"
